U_gain	E_gain	flash_ratio	ram_ratio	ccm_ratio	48	72	24	24	48	72
0.0009205778823970062	0.17586148770406534	0.02033984375	0.05755	0.985	0.0625	0.5625	0	0.125	0.25	0
0.06074632932782344	0.19533765462963712	0.0128984375	0.280075	0.967	0.625	0.125	0	0.0625	0.1875	0
0.09232560728546099	0.2290495166115504	0.04524609375	0.20585	0.980125	0.625	0	0	0.25	0.125	0
0.3277633025334445	0.3347548182291412	0.0220703125	0.76445	0.976	0.625	0	0	0.3125	0.0625	0
0.21646567401499475	0.2872327532918955	0.00178515625	0.0	1.6785	0.5625	0.375	0	0.0625	0	0
0.046699346275516695	0.2702903923061849	0.01194140625	0.488925	1.0	0.5625	0.1875	0	0.1875	0.0625	0
0.04619922918461066	0.27098148414772705	0.009578125	0.0	1.075625	0.5625	0.25	0	0.1875	0	0
0.2371386199474191	0.30819866190314055	0.03634375	0.3786	0.959375	0.5625	0.125	0	0.25	0.0625	0
0.27441810322414584	0.3159353061268619	0.0025390625	0.0	1.65575	0.875	0.0625	0	0.0625	0	0
0.1214040316320395	0.2351440461313466	0.031609375	0.18625	0.98625	0.5625	0	0	0.25	0.1875	0
0.29732209736118276	0.2638682709835721	0.0	0.0	1.99775	0.125	0.875	0	0	0	0
0.13522192739952504	0.20888389730586981	0.01971875	0.526525	0.981375	0.5625	0	0	0.375	0.0625	0
0.183020117845285	0.22169778733070644	0.0	0.0	1.612375	0.1875	0.8125	0	0	0	0
0.10500438162701249	0.2720957656987523	0.03322265625	0.492375	0.976875	0.5	0	0	0.25	0.25	0
0.15215080734652778	0.27939731993865724	0.01128515625	0.0	1.678875	0.1875	0.6875	0	0.125	0	0
0.05461067562434451	0.20071147858161056	0.01733984375	0.33185	0.899	0.5625	0.1875	0	0.25	0	0
0.0002448199037629803	0.11746099429304384	0.00314453125	0.254125	1.25825	0.3125	0.5625	0	0.125	0	0
0.10613378918128075	0.28416543522984866	0.0264453125	0.43235	0.96925	0.5625	0.0625	0	0.0625	0.3125	0
-0.00020781350185174812	0.2007155183266819	0.00287109375	0.149075	1.723625	0.5625	0.375	0	0.0625	0	0
4.723114366088966e-05	0.11612072195623985	0.027296875	0.099225	0.992625	0.5625	0.0625	0	0.1875	0.0625	0.125
0.008342378689206299	0.17142317259502896	0.00884375	0.0374	0.978875	0.5	0.25	0	0.25	0	0
0.338614882810114	0.33905419665182507	0.01548828125	0.31185	0.925625	0.75	0	0	0.125	0.125	0
0.012335017704352297	0.14602187677854356	0.031796875	0.0	0.995125	0.4375	0.0625	0	0.375	0.125	0
-2.5837151489889765e-05	0.16981585953945938	0.02996484375	0.139375	0.927	0.4375	0.0625	0	0.4375	0.0625	0
0.0008923540923270492	0.08684693515193119	0.0	0.0	1.885875	0.5	0.5	0	0	0	0
0.006434981148148617	0.1674411184660345	0.01344140625	0.52455	0.9885	0.5625	0	0	0.4375	0	0
0.00017861716732467655	0.04910687154197613	0.0052734375	0.16595	1.249875	0.625	0.3125	0	0.0625	0	0
0.24845254358509491	0.2476629807043337	0.02006640625	0.1584	0.972125	0.6875	0	0	0.1875	0.125	0
0.24754881742622797	0.2668907599252931	0.0284140625	0.1581	0.98625	0.625	0	0	0.3125	0.0625	0
0.0020685245808189025	0.12813538575943978	0.0053125	0.0	1.67025	0.625	0.3125	0	0.0625	0	0
0.000770842619896366	0.07048972314066367	0.02421875	0.038525	0.929375	0.6875	0	0	0.3125	0	0
0.0001595668039126081	0.044768022970881005	0.0	0.0	1.704375	0.75	0.25	0	0	0	0
0.0019116126419654773	0.1504170195884961	0.0236171875	0.2889	0.9965	0.5	0.125	0	0.125	0.25	0
7.461655524655101e-05	0.05871094964464353	0.0	0.0	1.75225	0.3125	0.6875	0	0	0	0
0.14999577238522024	0.2705305650893873	0.024140625	0.405975	0.98825	0.5625	0	0	0.1875	0.25	0
0.0011825412609247528	0.15859218251325835	0.0089609375	0.076375	1.474	0.375	0.5	0	0.125	0	0
0.12038985653836624	0.1969559489775169	0.0245859375	0.09375	0.998	0.625	0	0	0.1875	0.1875	0
0.0062764881135731355	0.20987170421080703	0.01309375	0.184425	0.97475	0.25	0.5	0	0.125	0.125	0
0.0017240098137409185	0.15249228828914363	0.0	0.0	2.315875	0.4375	0.5	0.0625	0	0	0
0.0004923065490706179	0.1073206598553064	0.01975	0.0	0.972625	0.4375	0.1875	0	0.375	0	0
0.0013190099993963015	0.006565835753706777	0.0	0.0	1.604625	0.75	0.25	0	0	0	0
0.13506463005436276	0.20811620184480695	0.01780078125	0.128475	0.986	0.625	0	0	0.1875	0.1875	0
0.17410526380128458	0.2755222765673943	0.03933203125	0.39485	0.998	0.5	0	0	0.1875	0.3125	0
-6.167768298611547e-05	0.1788447604103845	0.0	0.0	4.230875	0.375	0.5	0.125	0	0	0
0.015514891326696407	0.2245155520066641	0.03658203125	0.1227	0.983625	0.5625	0	0	0.25	0.1875	0
0.00042113435575170954	0.11775876541802958	0.0498203125	0.227625	0.035375	0	0	0	0.5625	0.375	0.0625
0.03699694247821295	0.16900331671817398	0.02498046875	0.407175	0.9595	0.5625	0.0625	0	0.25	0.125	0
0.00014456799455121882	0.06029310831128023	0.0540546875	0.407175	0.029125	0.125	0	0	0.5	0.375	0
0.21242059548695963	0.31394575929402757	0.0240390625	0.492975	0.997375	0.5	0.0625	0	0.0625	0.1875	0.1875
-6.751876861041515e-05	0.1902072468490621	0.0528203125	0.492975	0.076375	0.0625	0	0	0.375	0.375	0.1875
0.0021139905093916994	0.2086034809150987	0.03306640625	0.458575	0.99225	0.4375	0	0	0.4375	0.125	0
-0.00025961426242959566	0.1041139647401852	0.06215625	0.458575	0.061375	0.0625	0	0	0.4375	0.3125	0.1875
0.03137704820413078	0.20187165895552406	0.047703125	0.0	0.9955	0.5625	0	0	0.375	0.0625	0
0.0031155529530863205	0.07067011647876488	0.0562421875	0.12835	0.0805	0.125	0	0	0.3125	0.0625	0.5
0.02497215345687178	0.2603895319582412	0.0261171875	0.33455	0.988375	0.5	0	0	0.25	0.25	0
0.0011518915741217694	0.158075320275242	0.05487109375	0.33455	0.06825	0.0625	0	0	0.0625	0.375	0.5
0.048960507509730015	0.1846035320824396	0.028	0.205925	0.971375	0.625	0	0	0.1875	0.1875	0
0.00044789423027747483	0.04854519346083897	0.056078125	0.205925	0.072875	0.125	0	0	0.5	0.375	0
0.001460916088542618	0.14963897641084042	0.03166015625	0.0147	0.993625	0.5625	0	0	0.125	0.1875	0.125
0.0006524186727336217	0.03590841275537695	0.0605	0.0147	0.07075	0.0625	0	0	0.6875	0.25	0
0.02325826029070431	0.2268221354299295	0.02448828125	0.2275	0.9765	0.5625	0	0	0.1875	0.25	0
-0.0002363854110308366	0.08856134388472053	0.05274609375	0.2275	0.07225	0.0625	0	0	0.5	0.4375	0
0.046278119599635674	0.22446922983016346	0.02248046875	0.15	0.97475	0.5625	0	0	0.25	0.1875	0
0.00022464721258848004	0.12032189771288054	0.04786328125	0.173425	0.045375	0.0625	0	0	0.375	0.4375	0.125
0.004508349149717396	0.196410461219657	0.0133671875	0.262675	0.9515	0.625	0.0625	0	0.1875	0.125	0
0.00043157782813931493	0.09355343982031937	0.04180859375	0.258975	0.059875	0.0625	0	0	0.5625	0.375	0
0.03748152120221891	0.22456819504744066	0.02586328125	0.618625	0.957125	0.5	0.0625	0	0.1875	0.25	0
2.302097508506566e-05	0.1278769169314355	0.0530546875	0.622	0.070125	0.125	0	0	0.1875	0.6875	0
0.0010240985852656961	0.1831941516997076	0.00834375	0.2347	0.958	0.5625	0.25	0	0.125	0.0625	0
-0.00010252099239346389	0.1319011092904806	0.0359609375	0.2347	0.07425	0.1875	0	0	0.25	0.5625	0
0.10796556529760612	0.21712319428225751	0.01238671875	0.221075	0.918125	0.6875	0.125	0	0.125	0.0625	0
0.0036355459550776424	0.16679995241791148	0.0385703125	0.221075	0.08025	0.1875	0	0	0.0625	0.1875	0.5625
0.22285373071773382	0.28653349177310744	0.01256640625	0.676975	0.98175	0.625	0.125	0	0.1875	0.0625	0
0.00035958438236889537	0.20694626887731615	0.04071484375	0.676975	0.081	0.1875	0	0	0.1875	0.5	0.125
0.00027627901703731854	0.08345890000149578	0.037953125	0.05755	0.077125	0.125	0	0	0.375	0.5	0
0.0007706041031242269	0.1587759269027173	0.018703125	0.0	0.980875	0.625	0	0	0.125	0.1875	0.0625
1.5081860768471869e-05	0.008586802188614637	0.06337890625	0.0	0.081125	0.0625	0	0	0.6875	0.25	0
0.00037486361830513714	0.08633631155425399	0.03588671875	0.0	0.960875	0.4375	0	0	0.3125	0.25	0
-1.1907364512608697e-06	0.10805375808863811	0.04998828125	0.1491	0.069875	0.125	0	0	0.1875	0.625	0.0625
0.001398639035865404	0.1469421371852978	0.0216796875	0.144975	0.996375	0.5625	0	0	0.25	0.125	0.0625
0.003353142231061646	0.10395364940945344	0.04969921875	0.307825	0.0715	0.125	0	0	0.5625	0.25	0.0625
0.08234062570710617	0.17927075784856708	0.0222421875	0.307825	0.950125	0.625	0.0625	0	0.3125	0	0
5.8071718850460826e-05	0.12370954024656498	0.05509375	0.191575	0.06425	0.0625	0	0	0.25	0.6875	0
0.15486866066610763	0.22445984202088531	0.0271015625	0.191575	0.96	0.5625	0	0	0.25	0.1875	0
0.0005379646350972326	0.09135714435863448	0.047203125	0.04615	0.072625	0.25	0	0	0.5	0.0625	0.1875
0.1799246778057472	0.25538829683615394	0.01890234375	0.04615	0.97825	0.625	0.0625	0	0.1875	0.125	0
0.001652226634263191	0.15654421800764112	0.05485546875	0.2846	0.07	0.1875	0	0	0.1875	0.5	0.125
0.1518524830590113	0.24869375100029031	0.0264453125	0.2846	0.979125	0.625	0	0	0.25	0.125	0
0.27623728096015054	0.2678863415831468	0.00851953125	0.0	4.615375	0.8125	0.0625	0	0.125	0	0
0.14678674078261697	0.23295976734540577	0.0292578125	0.59505	0.9765	0.5625	0	0	0.25	0.1875	0
0.17894216194262347	0.2532123622966882	0.0091328125	0.16055	2.3815	0.75	0	0	0.0625	0.1875	0
0.16837115575103978	0.25068475142496327	0.01059375	0.43295	0.97275	0.6875	0.125	0	0.125	0.0625	0
0.17325349922523445	0.19337168062893637	0.04084765625	0.0	3.2915	0.4375	0	0	0.125	0.1875	0.25
0.16890763650519913	0.21274417825614717	0.0398203125	0.465	0.999375	0.4375	0	0	0.25	0.3125	0
0.15219243019770531	0.2497641415530213	0.01763671875	0.0	0.94125	0.625	0	0	0.25	0.0625	0.0625
0.15219243019770531	0.2497641415530213	0.01763671875	0.0	0.94125	0.625	0	0	0.25	0.0625	0.0625
0.06644268317780046	0.2081665283962411	0.02401171875	0.0	2.387875	0.5625	0.0625	0	0.1875	0.125	0.0625
0.0005144908573069996	0.18938547337923212	0.04445703125	0.151125	0.978	0.3125	0	0	0.125	0.3125	0.25
0.13214636805803848	0.21614391936419514	0.021859375	0.0	1.983375	0.5625	0.0625	0	0.125	0.1875	0.0625
0.11352037333275775	0.21943503910285533	0.02171875	0.1979	0.998375	0.625	0	0	0.125	0.25	0
0.010241176150031641	0.23160819638177896	0.01655078125	0.0	1.58875	0.5	0.125	0	0.3125	0.0625	0
0.009957788309521348	0.23459416408970674	0.01655078125	0.125275	0.962375	0.5	0.125	0	0.3125	0.0625	0
-1106340.2915631616	-10491.747293713424	0.0441640625	0.0	1.0535	0.0625	0	0	0.4375	0.125	0.375
-7.501560741436728e-06	0.16247686094512281	0.0217578125	0.177275	0.884125	0.5	0	0	0.375	0.125	0
0.3290665156819786	0.3156129222432983	0.01333984375	0.7181	0.988	0.75	0	0	0.125	0.125	0
-738438.8570961045	-7346.787102095552	0.0397265625	0.0	3.734125	0.125	0	0	0.1875	0.6875	0
0.03857682302726166	0.10748272075143114	0.02792578125	0.037675	0.986625	0.5625	0	0	0.1875	0.25	0
-4.2865341704337064e-05	0.05455523657126142	0.05676953125	0.037675	0.063625	0.125	0	0	0.4375	0.375	0.0625
0.19411364654799676	0.24206453403611036	0.0184765625	0.18785	0.970625	0.6875	0	0	0.25	0.0625	0
0.0019464225896006174	0.15579957831781135	0.04675	0.18785	0.065875	0.1875	0	0	0.1875	0.1875	0.4375
0.0025209648795724952	0.1353561725697098	0.030640625	0.130275	0.9925	0.5	0	0	0.25	0.25	0
0.0008165482994430372	0.04647009533383622	0.0597109375	0.130275	0.06225	0.125	0	0	0.5625	0.3125	0
0.007816261553298799	0.16434875651052588	0.055109375	0.15355	0.978	0.5625	0.0625	0	0.25	0.125	0
0.0013071489186495398	0.08898715243068105	0.05815234375	0.3131	0.082875	0.1875	0	0	0.3125	0.375	0.125
0.08273654362483364	0.16625387752245913	0.030203125	0.165675	0.99925	0.5625	0	0	0.0625	0.375	0
-9.96397289400679e-05	0.029587680789656394	0.05921484375	0.165675	0.070875	0.125	0	0	0.5625	0.3125	0
0.005727525703577951	0.20138599415116032	0.043453125	0.266175	0.9725	0.5625	0	0	0.1875	0.25	0
0.00034310463858037933	0.07582510241262273	0.05464453125	0.374	0.07525	0.0625	0	0	0.5	0.4375	0
0.1266989132401407	0.20341667027245822	0.02609765625	0.226	0.98	0.625	0	0	0.25	0.125	0
0.006423592380066008	0.13629288254140626	0.0552265625	0.226	0.047875	0.125	0	0	0.1875	0.6875	0
0.19614000079304778	0.24686929860786205	0.015875	0.183075	0.97375	0.5625	0	0	0.25	0.1875	0
0.00018635431540041115	0.1446057304771809	0.04438671875	0.183075	0.061375	0.125	0	0	0.3125	0.5	0.0625
0.03160902999451773	0.1839482450597431	0.04736328125	0.14365	0.939375	0.4375	0.0625	0	0.25	0.0625	0.1875
0.0030459132531782673	0.29616892990328814	0.0146328125	0.6164	0.997	0.5	0.0625	0	0.0625	0.1875	0.1875
0.029732833875487034	0.2555477122365861	0.031171875	0.55125	0.7935	0.375	0.125	0	0.3125	0.1875	0
0.061006108965206744	0.2093150869084729	0.0150234375	0.125625	0.986	0.5625	0.0625	0	0.1875	0.1875	0
0.16797173327647583	0.22889606990831476	0.01913671875	0.440175	0.973125	0.5625	0.0625	0	0.125	0.25	0
0.08084158935743883	0.20622080149722927	0.0713984375	0.2004	0.499625	0.3125	0	0	0.3125	0.375	0
0.06709924823222929	0.25197696091269384	0.03247265625	0.357325	0.9985	0.5625	0	0	0.1875	0.25	0
0.002925374023074059	0.22112031523592382	0.0454609375	0.357325	0.582875	0.375	0	0	0.0625	0.3125	0.25
0.00267246631772823	0.15567389846486604	0.02239453125	0.0143	0.9945	0.5625	0	0	0.25	0.1875	0
0.0016622690486504522	0.13068239405181156	0.0250078125	0.0143	0.910875	0.5625	0	0	0.0625	0.1875	0.1875
0.0541350959546027	0.19586998873783099	0.01809375	0.15135	0.95175	0.625	0	0	0.25	0.125	0
0.011116248610126634	0.18554049414932974	0.04173046875	0.0	0.952125	0.5625	0.0625	0	0.1875	0.1875	0
0.18273781751521626	0.2699447999075759	0.02108984375	0.5918	0.98775	0.5625	0.0625	0	0.25	0.125	0
0.08134648897278803	0.2415844132925415	0.06849609375	0.2872	0.99375	0.4375	0.0625	0	0.3125	0.1875	0
0.08563889418820748	0.21996236101484046	0.01961328125	0.277725	0.9285	0.0625	0.6875	0	0.125	0.125	0
0.004329483765388625	0.18038011120111622	0.06095703125	0.0	0.994125	0.4375	0	0	0.0625	0.3125	0.1875
0.3508817556452403	0.32505816862001474	0.01873046875	0.508825	0.984375	0.625	0	0	0.25	0.125	0
0.19135095640771532	0.2865759100567977	0.03559375	0.493725	0.52025	0.3125	0	0	0.375	0.3125	0
0.1232350552034274	0.2613132391214288	0.00894921875	0.25855	0.953875	0.75	0	0	0.1875	0.0625	0
0.03557997883195493	0.24024806589146924	0.0270390625	0.1378	0.97875	0.625	0.0625	0	0.25	0.0625	0
0.07057211259527975	0.20680738342662913	0.0198203125	0.077975	0.995625	0.6875	0	0	0.25	0.0625	0
0.0810253879548925	0.20377009767287543	0.02170703125	0.077975	0.93525	0.6875	0	0	0.125	0.1875	0
0.049822731690539586	0.16342610979521	0.0306015625	0.0	0.983375	0.625	0.0625	0	0.1875	0.125	0
0.049822731690539586	0.16342610979521	0.01658984375	0.089675	0.983375	0.625	0.0625	0	0.1875	0.125	0
0.0006362225174262756	0.10109525424628546	0.0236328125	0.162625	0.969625	0.5625	0	0	0.3125	0.0625	0.0625
0.0018922330279000793	0.09516267165898726	0.05048828125	0.0	0.923375	0.0625	0.5	0	0.3125	0.0625	0.0625
0.16328896701907936	0.2133835043131311	0.01921484375	0.0	0.97575	0.625	0.0625	0	0.25	0.0625	0
0.16312893155090125	0.21255645570625656	0.01749609375	0.012525	0.968125	0.625	0.125	0	0.1875	0.0625	0
0.07464117567437215	0.2718279203505256	0.02474609375	0.086125	0.97375	0.5625	0	0	0.1875	0.25	0
0.056695970140544824	0.2677025972832111	0.0246796875	0.1109	0.852	0.5	0.125	0	0.25	0.125	0
0.00045433085679016775	0.1347043751697489	0.03279296875	0.150825	0.996	0.4375	0	0	0.125	0.4375	0
0.00045433085679016775	0.1347043751697489	0.03279296875	0.150825	0.996	0.4375	0	0	0.125	0.4375	0
0.00045433085679016775	0.1347043751697489	0.03279296875	0.150825	0.996	0.4375	0	0	0.125	0.4375	0
0.00028597301375260856	0.20210022776302755	0.01091796875	0.357975	0.981125	0.75	0	0	0.125	0.125	0
0.00028597301375260856	0.20210022776302755	0.01091796875	0.357975	0.981125	0.75	0	0	0.125	0.125	0
0.00028597301375260856	0.20210022776302755	0.01091796875	0.357975	0.981125	0.75	0	0	0.125	0.125	0
