U_gain	E_gain	170c	150c	16_RANGE2c	26_RANGE2c	16c	26c	30c	60c	90c	120c	150_BOOSTc	170_BOOSTc	26_RANGE2f	170f	150f	16_RANGE2f	16f	26f	30f	60f	90f	120f	150_BOOSTf	170_BOOSTf
-0.0012991478586668896	0.2507154572757297	0.234375	0.015625	0	0	0	0	0	0	0	0	0	0	0.28125	0.421875	0.046875	0	0	0	0	0	0	0	0	0
-0.0008792584873731064	0.26663421181357094	0.171875	0.046875	0	0	0	0	0	0	0	0	0	0	0.1875	0.34375	0.21875	0.03125	0	0	0	0	0	0	0	0
-0.0007154129422296096	0.36715605481178715	0.171875	0.015625	0.125	0	0	0	0	0	0	0	0	0	0.125	0.34375	0.21875	0	0	0	0	0	0	0	0	0
-0.0005529390379845205	0.19206503632057445	0.03125	0.140625	0	0	0	0	0	0	0	0	0	0	0.421875	0.25	0.140625	0.015625	0	0	0	0	0	0	0	0
-0.0008220464141641145	0.1905932833130956	0.171875	0.0625	0	0	0	0	0	0	0	0	0	0	0.484375	0.109375	0.171875	0	0	0	0	0	0	0	0	0
-0.0007825133398757644	0.2666256110486409	0.09375	0.125	0	0	0	0	0	0	0	0	0	0	0.265625	0.1875	0.328125	0	0	0	0	0	0	0	0	0
-0.0008012324698128169	0.32120373039341293	0.21875	0.046875	0	0	0	0	0	0	0	0	0	0	0.296875	0.34375	0.09375	0	0	0	0	0	0	0	0	0
-0.0009368470174298527	0.21370413263649043	0.125	0.046875	0	0	0	0	0	0	0	0	0	0	0.4375	0.265625	0.109375	0.015625	0	0	0	0	0	0	0	0
-0.0011682545605432616	0.28444666874508995	0.203125	0.046875	0	0	0	0	0	0	0	0	0	0	0.265625	0.15625	0.28125	0.046875	0	0	0	0	0	0	0	0
-0.0008698587143867583	0.2269937109818874	0.1875	0.078125	0	0	0	0	0	0	0	0	0	0	0.4375	0.125	0.15625	0.015625	0	0	0	0	0	0	0	0
-0.0003238996308277419	0.22859514477190718	0.234375	0.015625	0	0	0	0	0	0	0	0	0	0	0.390625	0.140625	0.21875	0	0	0	0	0	0	0	0	0
0.00021330416494553246	0.2567025010052091	0.140625	0.109375	0	0	0	0	0	0	0	0	0	0	0.296875	0.140625	0.3125	0	0	0	0	0	0	0	0	0
-0.000825208706072742	0.35182144258622255	0.125	0.046875	0	0	0	0	0	0	0	0	0	0	0.421875	0.3125	0.09375	0	0	0	0	0	0	0	0	0
-0.0005651093735676992	0.3482158665532058	0.21875	0.03125	0	0	0	0	0	0	0	0	0	0	0.015625	0.34375	0.109375	0.265625	0.015625	0	0	0	0	0	0	0
-0.0011972280440118086	0.3267252679263176	0.203125	0.046875	0	0	0	0	0	0	0	0	0	0	0.265625	0.34375	0.140625	0	0	0	0	0	0	0	0	0
-0.0008494612538463032	0.29466577431770125	0.234375	0.03125	0	0	0	0	0	0	0	0	0	0	0.3125	0.21875	0.203125	0	0	0	0	0	0	0	0	0
-0.0009394031723132145	0.33018272856532127	0.203125	0.078125	0	0	0	0	0	0	0	0	0	0	0.28125	0.296875	0.140625	0	0	0	0	0	0	0	0	0
-0.0008443496154710788	0.1906568691462066	0.203125	0.03125	0	0	0	0	0	0	0	0	0	0	0.359375	0.265625	0.125	0.015625	0	0	0	0	0	0	0	0
-0.0009287793366316951	0.1966696622928162	0.171875	0.046875	0	0	0	0	0	0	0	0	0	0	0.375	0.28125	0.125	0	0	0	0	0	0	0	0	0
-7.28812921823568e-05	0.24905922395671962	0.046875	0.140625	0	0	0	0	0	0	0	0	0	0	0.3125	0.3125	0.1875	0	0	0	0	0	0	0	0	0
-0.0006880050023440853	0.2449244722096223	0.171875	0.09375	0	0	0	0	0	0	0	0	0	0	0.140625	0.3125	0.265625	0.015625	0	0	0	0	0	0	0	0
-0.0012608234553531316	0.3065975195348084	0.046875	0.125	0	0	0	0	0	0	0	0	0	0	0.125	0.4375	0.265625	0	0	0	0	0	0	0	0	0
-0.0005726724700707934	0.26631530597507674	0.0625	0.171875	0	0	0	0	0	0	0	0	0	0	0.40625	0.140625	0.015625	0.203125	0	0	0	0	0	0	0	0
-0.0006535858662428338	0.2570613258203009	0.203125	0.046875	0	0	0	0	0	0	0	0	0	0	0.390625	0.21875	0.109375	0.015625	0.015625	0	0	0	0	0	0	0
-0.0009194677485635458	0.18894486873179903	0.15625	0.046875	0	0	0	0	0	0	0	0	0	0	0.5	0.1875	0.109375	0	0	0	0	0	0	0	0	0
-0.0008047579815731002	0.2873445331879922	0.09375	0.15625	0	0	0	0	0	0	0	0	0	0	0.328125	0.296875	0.109375	0.015625	0	0	0	0	0	0	0	0
-0.0011342177389765818	0.27643978795838714	0.171875	0.046875	0	0	0	0	0	0	0	0	0	0	0.40625	0.296875	0.0625	0.015625	0	0	0	0	0	0	0	0
-0.00013074587082829092	0.22155808087984247	0.1875	0.0625	0	0	0	0	0	0	0	0	0	0	0.203125	0.296875	0.21875	0.03125	0	0	0	0	0	0	0	0
-0.0007008537015256547	0.25530857270709034	0.171875	0.03125	0	0	0	0	0	0	0	0	0	0	0.453125	0.265625	0.078125	0	0	0	0	0	0	0	0	0
-0.0009348973166215677	0.2585325221868619	0.21875	0.0625	0	0	0	0	0	0	0	0	0	0	0.203125	0.359375	0.15625	0	0	0	0	0	0	0	0	0
-0.0004820790604893693	0.2502236783854956	0.171875	0.09375	0	0	0	0	0	0	0	0	0	0	0.3125	0.15625	0.265625	0	0	0	0	0	0	0	0	0
-0.0006956935678376037	0.29851024559569417	0.046875	0.203125	0	0	0	0	0	0	0	0	0	0	0.015625	0.296875	0.140625	0.28125	0.015625	0	0	0	0	0	0	0
-0.000991240664367341	0.3927955929791392	0.171875	0.078125	0	0	0	0	0	0	0	0	0	0	0.421875	0.234375	0.09375	0	0	0	0	0	0	0	0	0
-0.0006763924918089983	0.2837294728921367	0.09375	0.109375	0	0	0	0	0	0	0	0	0	0	0.375	0.234375	0.1875	0	0	0	0	0	0	0	0	0
-0.0009834249551884746	0.3721951327771825	0.171875	0.0625	0	0	0	0	0	0	0	0	0	0	0.453125	0.265625	0.046875	0	0	0	0	0	0	0	0	0
-0.0008347828491756892	0.2940876556160454	0.09375	0.203125	0	0	0	0	0	0	0	0	0	0	0.265625	0.203125	0.234375	0	0	0	0	0	0	0	0	0
-0.0007837327707970566	0.23306089918030692	0.171875	0.09375	0	0	0	0	0	0	0	0	0	0	0.328125	0.265625	0.140625	0	0	0	0	0	0	0	0	0
-0.0011219748600875886	0.2890523220786586	0.078125	0.15625	0	0	0	0	0	0	0	0	0	0	0.265625	0.34375	0.125	0.015625	0.015625	0	0	0	0	0	0	0
-0.0005850241523056742	0.21572407193966256	0.171875	0.03125	0	0	0	0	0	0	0	0	0	0	0.078125	0.390625	0.3125	0.015625	0	0	0	0	0	0	0	0
-0.00032506104676705835	0.19991531911114577	0.15625	0	0	0	0	0	0	0	0	0	0	0	0.4375	0.203125	0.171875	0.03125	0	0	0	0	0	0	0	0
-0.0007696937686582192	0.23888435946246933	0.171875	0.0625	0	0	0	0	0	0	0	0	0	0	0.375	0.125	0.265625	0	0	0	0	0	0	0	0	0
-0.0007264304430135771	0.3163324616169092	0.078125	0.140625	0	0	0	0	0	0	0	0	0	0	0.4375	0.265625	0.078125	0	0	0	0	0	0	0	0	0
-0.0008542672315107728	0.29222181917941054	0.21875	0.015625	0	0	0	0	0	0	0	0	0	0	0.328125	0.109375	0.3125	0.015625	0	0	0	0	0	0	0	0
-0.0005789321824852055	0.2495992592412843	0.15625	0.0625	0	0	0	0	0	0	0	0	0	0	0.40625	0.234375	0.140625	0	0	0	0	0	0	0	0	0
-0.0010198416867889734	0.27874601558632706	0.046875	0.140625	0	0	0	0	0	0	0	0	0	0	0.171875	0.21875	0.40625	0.015625	0	0	0	0	0	0	0	0
-0.0010777136025260613	0.21665960186921832	0.1875	0.03125	0	0	0	0	0	0	0	0	0	0	0.40625	0.171875	0.203125	0	0	0	0	0	0	0	0	0
-0.03272481396686247	0.42189162317677253	0.140625	0.078125	0	0	0	0	0	0	0	0	0	0	0.484375	0.125	0.15625	0.015625	0	0	0	0	0	0	0	0
-0.0008961416017346312	0.41095234551656884	0.03125	0.234375	0	0	0	0	0	0	0	0	0	0	0.28125	0.3125	0.140625	0	0	0	0	0	0	0	0	0
-0.0009699539907473191	0.34806817668028384	0.09375	0.15625	0	0	0	0	0	0	0	0	0	0	0.328125	0.171875	0.25	0	0	0	0	0	0	0	0	0
-0.0009412611190788015	0.2462444303258349	0.015625	0.15625	0	0	0	0	0	0	0	0	0	0	0.25	0.484375	0.09375	0	0	0	0	0	0	0	0	0
